poisonuos,cap-shape,cap-color,odor,stalk-shape,stalk-root,veil-type,ring-type
e,b,y,a,e,c,p,p
e,b,y,l,e,c,p,p
e,b,y,l,e,c,p,p
e,b,w,l,e,c,p,p
e,f,n,n,t,e,p,e
e,x,w,l,e,c,p,p
e,f,y,a,e,r,p,p
e,x,y,a,e,c,p,p
e,x,g,n,e,e,p,p
e,f,y,l,t,b,p,p
e,b,w,l,e,c,p,p
e,f,y,l,t,b,p,p
e,x,n,a,e,r,p,p
e,b,y,a,e,c,p,p
e,f,y,l,t,b,p,p
e,x,w,l,t,b,p,p
e,f,n,l,e,r,p,p
p,x,n,p,e,e,p,p
e,f,n,a,e,r,p,p
e,x,n,n,t,e,p,e
p,x,w,p,e,e,p,p
e,f,g,n,e,e,p,p
e,x,g,n,t,e,p,e
e,x,y,l,e,r,p,p
e,x,n,n,t,e,p,e
e,b,w,a,e,c,p,p
e,x,w,l,e,c,p,p
e,f,n,l,e,r,p,p
e,s,n,n,e,e,p,p
e,x,n,n,e,e,p,p
e,b,w,l,e,c,p,p
e,x,y,a,e,c,p,p
e,x,y,l,e,c,p,p
e,x,n,n,t,e,p,e
e,x,w,a,e,c,p,p
e,f,n,l,e,r,p,p
e,x,y,a,e,c,p,p
e,b,w,a,e,c,p,p
e,x,w,a,e,c,p,p
e,x,n,n,t,e,p,e
e,b,y,l,e,c,p,p
e,f,y,l,e,r,p,p
e,x,y,a,e,r,p,p
e,b,w,l,e,c,p,p
e,x,y,a,e,c,p,p
e,x,y,a,e,r,p,p
e,b,w,l,e,c,p,p
e,b,w,a,e,c,p,p
e,x,y,a,e,c,p,p
e,x,y,l,e,c,p,p
e,s,g,n,e,e,p,p
e,x,w,a,t,b,p,p
e,x,y,a,e,c,p,p
p,x,w,p,e,e,p,p
e,x,y,l,e,r,p,p
e,s,g,n,e,e,p,p
e,x,y,l,e,r,p,p
e,x,y,l,t,b,p,p
e,s,n,n,e,e,p,p
p,x,w,p,e,e,p,p
e,x,w,a,e,c,p,p
p,f,n,p,e,e,p,p
e,f,g,n,t,e,p,e
e,x,y,l,e,c,p,p
e,x,w,n,t,e,p,e
e,b,y,a,e,c,p,p
e,f,g,n,t,e,p,e
e,x,w,l,e,c,p,p
e,b,w,l,e,c,p,p
e,b,w,l,e,c,p,p
e,b,w,l,e,c,p,p
e,f,w,l,t,b,p,p
e,x,y,l,e,c,p,p
e,f,w,a,t,b,p,p
p,x,w,p,e,e,p,p
e,f,w,l,t,b,p,p
e,x,y,a,e,c,p,p
p,x,n,p,e,e,p,p
e,b,y,l,e,c,p,p
e,x,n,a,e,r,p,p
e,b,y,l,e,c,p,p
e,s,n,n,e,e,p,p
e,f,n,a,e,r,p,p
e,x,y,a,e,c,p,p
e,x,g,n,t,e,p,e
e,f,w,n,t,e,p,e
e,x,y,l,e,c,p,p
e,b,y,l,e,c,p,p
e,b,w,a,e,c,p,p
e,x,w,a,e,c,p,p
e,x,n,n,t,e,p,e
e,x,w,l,e,c,p,p
e,s,n,n,e,e,p,p
e,x,w,a,t,b,p,p
e,x,n,l,e,r,p,p
e,b,y,a,e,c,p,p
e,x,w,a,e,c,p,p
e,b,w,a,e,c,p,p
e,b,y,a,e,c,p,p
e,b,y,l,e,c,p,p
e,b,y,a,e,c,p,p
e,x,n,n,e,e,p,p
e,f,n,l,e,r,p,p
e,x,w,a,e,c,p,p
e,f,y,l,e,r,p,p
e,b,w,a,e,c,p,p
e,b,w,a,e,c,p,p
e,x,n,l,e,r,p,p
e,b,w,a,e,c,p,p
e,x,g,n,e,e,p,p
e,b,y,l,e,c,p,p
e,x,y,l,t,b,p,p
e,b,y,a,e,c,p,p
e,f,y,l,e,r,p,p
e,b,w,l,e,c,p,p
e,b,w,a,e,c,p,p
e,b,y,a,e,c,p,p
e,x,y,l,e,c,p,p
e,b,y,l,e,c,p,p
p,x,w,p,e,e,p,p
e,s,n,n,e,e,p,p
e,f,n,n,e,e,p,p
e,x,y,a,e,c,p,p
e,f,n,a,e,r,p,p
p,x,w,p,e,e,p,p
e,b,w,l,e,c,p,p
e,f,g,n,e,e,p,p
e,b,y,l,e,c,p,p
e,x,n,a,e,r,p,p
e,x,w,n,t,e,p,e
e,x,w,l,t,b,p,p
e,b,w,l,e,c,p,p
e,f,y,a,t,b,p,p
e,x,y,a,e,c,p,p
e,f,g,n,e,e,p,p
e,b,y,a,e,c,p,p
e,x,w,l,e,c,p,p
e,x,w,l,e,c,p,p
e,f,w,a,t,b,p,p
e,x,y,l,e,c,p,p
e,b,w,l,e,c,p,p
e,x,w,a,e,c,p,p
e,x,w,n,t,e,p,e
e,f,n,l,e,r,p,p
p,x,w,p,e,e,p,p
e,b,w,a,e,c,p,p
e,b,w,a,e,c,p,p
e,b,w,l,e,c,p,p
e,b,w,a,e,c,p,p
e,x,y,a,e,c,p,p
e,b,w,l,e,c,p,p
e,x,y,a,t,b,p,p
e,x,g,n,e,e,p,p
e,f,y,a,e,r,p,p
e,b,w,l,e,c,p,p
e,x,y,a,e,c,p,p
e,x,y,a,e,c,p,p
e,x,w,l,e,c,p,p
e,s,g,n,e,e,p,p
e,x,w,a,e,c,p,p
p,x,w,p,e,e,p,p
e,x,y,a,e,r,p,p
e,f,w,a,t,b,p,p
e,x,w,l,e,c,p,p
e,b,w,l,e,c,p,p
e,x,w,a,e,c,p,p
e,x,y,a,e,c,p,p
p,x,n,p,e,e,p,p
e,b,y,a,e,c,p,p
e,x,g,n,e,e,p,p
p,x,w,p,e,e,p,p
e,x,y,l,e,r,p,p
e,f,n,n,e,e,p,p
e,b,w,l,e,c,p,p
e,x,w,l,t,b,p,p
e,x,w,l,e,c,p,p
e,b,y,l,e,c,p,p
e,x,y,l,e,r,p,p
e,f,y,a,e,r,p,p
e,f,y,a,e,r,p,p
e,x,w,l,e,c,p,p
e,x,w,a,e,c,p,p
p,x,w,p,e,e,p,p
e,f,w,a,t,b,p,p
e,x,w,l,e,c,p,p
e,x,w,l,t,b,p,p
e,x,w,a,e,c,p,p
e,f,y,l,e,r,p,p
e,x,n,n,t,e,p,e
e,f,y,a,e,r,p,p
p,x,n,p,e,e,p,p
e,s,n,n,e,e,p,p
e,b,y,l,e,c,p,p
e,b,w,l,e,c,p,p
e,b,w,l,e,c,p,p
e,f,n,n,e,e,p,p
e,x,w,a,e,c,p,p
e,b,w,l,e,c,p,p
e,b,w,a,e,c,p,p
e,f,n,l,e,r,p,p
p,x,w,p,e,e,p,p
e,x,w,a,e,c,p,p
e,x,w,a,e,c,p,p
e,f,w,l,t,b,p,p
e,f,g,n,e,e,p,p
e,f,g,n,t,e,p,e
e,x,y,a,e,c,p,p
e,b,w,a,e,c,p,p
p,f,n,p,e,e,p,p
e,x,w,l,e,c,p,p
p,f,n,p,e,e,p,p
e,x,w,l,e,c,p,p
e,x,y,a,e,c,p,p
e,f,y,a,e,r,p,p
e,x,n,a,e,r,p,p
e,f,n,a,e,r,p,p
e,x,w,a,e,c,p,p
e,f,n,n,t,e,p,e
e,x,y,l,e,c,p,p
p,x,w,p,e,e,p,p
e,b,y,a,e,c,p,p
e,s,n,n,e,e,p,p
e,x,y,l,e,c,p,p
e,b,w,l,e,c,p,p
e,f,n,a,e,r,p,p
e,b,y,a,e,c,p,p
e,b,w,a,e,c,p,p
e,x,n,l,e,r,p,p
e,f,g,n,e,e,p,p
e,x,g,n,e,e,p,p
e,b,y,l,e,c,p,p
e,x,y,l,e,c,p,p
e,b,w,l,e,c,p,p
e,x,w,a,e,c,p,p
e,b,y,a,e,c,p,p
e,x,y,a,e,c,p,p
e,x,g,n,t,e,p,e
e,f,y,a,t,b,p,p
p,x,w,p,e,e,p,p
e,x,w,n,t,e,p,e
e,b,w,a,e,c,p,p
e,x,y,l,t,b,p,p
e,b,w,a,e,c,p,p
e,x,w,l,e,c,p,p
e,x,n,n,t,b,p,p
e,b,w,l,e,c,p,p
e,x,y,l,e,c,p,p
e,f,n,a,e,r,p,p
e,x,w,n,t,e,p,e
e,x,y,l,e,c,p,p
p,x,w,p,e,e,p,p
e,x,y,l,e,c,p,p
e,x,w,a,t,b,p,p
e,b,y,a,e,c,p,p
p,x,w,p,e,e,p,p
e,x,y,a,t,b,p,p
e,x,w,a,e,c,p,p
e,x,w,l,t,b,p,p
e,f,w,l,t,b,p,p
e,x,y,l,e,c,p,p
e,f,y,a,t,b,p,p
e,x,w,a,e,c,p,p
e,b,y,a,e,c,p,p
e,x,n,l,e,r,p,p
e,b,w,l,e,c,p,p
e,x,y,a,e,c,p,p
p,x,n,p,e,e,p,p
e,b,y,l,e,c,p,p
e,b,w,a,e,c,p,p
p,x,n,p,e,e,p,p
e,b,w,l,e,c,p,p
e,b,y,l,e,c,p,p
e,b,y,a,e,c,p,p
e,x,w,l,e,c,p,p
e,x,n,n,t,b,p,p
e,x,n,a,e,r,p,p
e,b,y,l,e,c,p,p
e,x,g,n,e,e,p,p
e,x,n,l,e,r,p,p
e,x,w,a,e,c,p,p
e,b,w,a,e,c,p,p
e,x,y,a,e,c,p,p
e,f,y,a,t,b,p,p
e,b,y,l,e,c,p,p
e,x,n,n,t,e,p,e
e,x,y,l,t,b,p,p
e,x,y,a,e,c,p,p
e,f,g,n,t,e,p,e
e,x,n,n,e,e,p,p
e,f,g,n,t,e,p,e
e,f,n,a,e,r,p,p
e,b,w,a,e,c,p,p
e,b,y,a,e,c,p,p
e,x,y,l,e,r,p,p
e,s,g,n,e,e,p,p
e,f,n,a,e,r,p,p
p,x,n,p,e,e,p,p
e,x,y,a,e,r,p,p
e,x,y,a,e,c,p,p
e,x,n,n,t,e,p,e
e,x,n,n,t,e,p,e
e,f,n,n,t,e,p,e
e,f,n,a,e,r,p,p
e,x,y,a,e,c,p,p
e,f,n,n,e,e,p,p
e,x,y,a,e,r,p,p
e,x,y,a,t,b,p,p
e,b,y,a,e,c,p,p
e,x,g,n,t,e,p,e
e,x,y,a,e,r,p,p
e,f,n,l,e,r,p,p
e,x,y,a,e,c,p,p
e,s,n,n,e,e,p,p
e,x,w,a,e,c,p,p
e,b,w,l,e,c,p,p
e,s,n,n,e,e,p,p
e,b,y,l,e,c,p,p
e,x,y,l,e,c,p,p
e,b,y,a,e,c,p,p
p,x,n,p,e,e,p,p
e,x,w,n,t,e,p,e
e,x,w,a,e,c,p,p
e,b,w,a,e,c,p,p
e,x,n,n,t,b,p,p
p,x,n,p,e,e,p,p
e,x,n,l,e,r,p,p
e,x,n,n,t,e,p,e
e,b,y,l,e,c,p,p
e,x,y,a,e,c,p,p
e,b,y,a,e,c,p,p
e,x,y,l,e,c,p,p
e,b,w,a,e,c,p,p
e,x,g,n,e,e,p,p
e,f,n,a,e,r,p,p
e,x,g,n,t,e,p,e
e,x,w,l,e,c,p,p
e,x,y,l,e,c,p,p
e,x,g,n,e,e,p,p
p,x,n,p,e,e,p,p
e,b,w,l,e,c,p,p
e,b,w,a,e,c,p,p
p,x,n,p,e,e,p,p
e,b,y,l,e,c,p,p
e,x,w,l,e,c,p,p
e,x,y,l,e,c,p,p
e,b,y,l,e,c,p,p
e,x,w,a,e,c,p,p
e,x,w,a,e,c,p,p
e,x,n,l,e,r,p,p
e,x,w,a,e,c,p,p
e,x,n,n,t,e,p,e
e,x,n,l,e,r,p,p
e,x,y,l,e,r,p,p
p,x,n,p,e,e,p,p
e,b,y,a,e,c,p,p
e,x,w,l,t,b,p,p
p,x,n,p,e,e,p,p
e,x,y,l,e,c,p,p
e,f,g,n,t,e,p,e
e,x,w,l,e,c,p,p
e,b,w,a,e,c,p,p
p,x,n,p,e,e,p,p
e,f,n,l,e,r,p,p
e,x,w,l,e,c,p,p
e,x,w,a,t,b,p,p
e,f,n,a,e,r,p,p
e,b,w,a,e,c,p,p
e,x,w,n,t,e,p,e
e,f,g,n,e,e,p,p
e,x,w,a,e,c,p,p
e,x,y,l,e,r,p,p
e,b,y,l,e,c,p,p
e,b,y,l,e,c,p,p
e,f,w,l,t,b,p,p
e,b,w,a,e,c,p,p
e,x,y,a,t,b,p,p
e,x,w,l,e,c,p,p
e,b,y,l,e,c,p,p
e,x,n,a,e,r,p,p
e,x,w,l,e,c,p,p
e,x,w,l,e,c,p,p
e,x,y,a,e,r,p,p
e,x,w,l,e,c,p,p
e,x,y,l,e,c,p,p
e,x,n,l,e,r,p,p
e,x,w,l,e,c,p,p
e,f,n,l,e,r,p,p
e,b,w,l,e,c,p,p
e,x,n,n,t,b,p,p
e,x,w,l,e,c,p,p
e,b,w,l,e,c,p,p
e,b,y,l,e,c,p,p
e,x,y,l,t,b,p,p
e,b,w,l,e,c,p,p
e,x,g,n,t,e,p,e
e,b,w,a,e,c,p,p
e,b,y,l,e,c,p,p
e,f,y,a,e,r,p,p
e,f,n,a,e,r,p,p
e,x,w,a,e,c,p,p
e,f,y,l,e,r,p,p
e,b,w,a,e,c,p,p
e,x,y,a,e,c,p,p
e,x,n,n,e,e,p,p
e,f,n,a,e,r,p,p
e,x,w,a,e,c,p,p
e,x,y,l,e,c,p,p
e,b,y,l,e,c,p,p
e,f,y,a,e,r,p,p
e,x,y,l,e,c,p,p
e,x,w,a,e,c,p,p
e,f,w,a,t,b,p,p
e,s,g,n,e,e,p,p
e,f,y,l,t,b,p,p
e,f,g,n,e,e,p,p
e,x,n,n,e,e,p,p
e,b,w,a,e,c,p,p
e,x,w,a,t,b,p,p
e,b,y,l,e,c,p,p
e,b,y,a,e,c,p,p
e,b,y,l,e,c,p,p
e,f,w,l,t,b,p,p
e,f,g,n,e,e,p,p
e,f,w,a,t,b,p,p
e,f,y,a,e,r,p,p
e,x,w,l,e,c,p,p
e,s,n,n,e,e,p,p
e,x,n,l,e,r,p,p
e,x,n,a,e,r,p,p
e,f,y,a,t,b,p,p
p,f,n,p,e,e,p,p
p,x,n,p,e,e,p,p
e,f,n,l,e,r,p,p
e,x,y,a,e,r,p,p
e,b,y,a,e,c,p,p
e,f,w,n,t,e,p,e
e,f,n,a,e,r,p,p
e,x,w,a,e,c,p,p
e,b,y,l,e,c,p,p
e,x,y,a,e,c,p,p
e,b,y,a,e,c,p,p
e,x,w,l,e,c,p,p
e,b,y,a,e,c,p,p
e,b,y,a,e,c,p,p
p,x,n,p,e,e,p,p
e,x,g,n,t,e,p,e
e,f,n,n,t,e,p,e
e,x,w,a,t,b,p,p
e,f,g,n,e,e,p,p
e,f,n,n,e,e,p,p
e,b,y,a,e,c,p,p
e,x,w,a,t,b,p,p
e,s,g,n,e,e,p,p
e,x,n,n,e,e,p,p
e,x,w,n,t,e,p,e
e,x,n,l,e,r,p,p
e,b,y,a,e,c,p,p
e,x,w,l,e,c,p,p
e,x,y,a,e,c,p,p
e,x,w,l,e,c,p,p
e,b,w,l,e,c,p,p
e,f,y,a,e,r,p,p
p,x,n,p,e,e,p,p
e,f,g,n,e,e,p,p
e,b,y,l,e,c,p,p
e,f,n,a,e,r,p,p
e,x,y,a,e,c,p,p
e,x,n,n,e,e,p,p
e,f,y,a,e,r,p,p
e,x,n,a,e,r,p,p
e,x,w,a,e,c,p,p
p,x,w,p,e,e,p,p
e,f,n,l,e,r,p,p
p,f,n,p,e,e,p,p
e,x,w,n,t,e,p,e
e,b,w,a,e,c,p,p
e,s,n,n,e,e,p,p
e,x,y,l,e,c,p,p
e,f,w,a,t,b,p,p
e,x,y,a,e,c,p,p
e,f,g,n,t,e,p,e
p,x,w,p,e,e,p,p
e,x,y,a,e,r,p,p
e,f,n,n,t,e,p,e
e,x,w,a,e,c,p,p
e,b,y,l,e,c,p,p
e,f,g,n,e,e,p,p
e,x,y,l,t,b,p,p
e,x,y,a,e,c,p,p
e,f,n,n,e,e,p,p
e,x,g,n,t,e,p,e
e,x,y,l,e,r,p,p
e,f,w,l,t,b,p,p
e,x,y,l,e,c,p,p
e,f,y,a,e,r,p,p
p,x,n,p,e,e,p,p
e,x,w,l,t,b,p,p
e,x,w,l,e,c,p,p
e,x,y,a,e,c,p,p
e,b,y,a,e,c,p,p
e,x,y,a,t,b,p,p
e,x,y,a,t,b,p,p
e,x,w,n,t,e,p,e
e,b,w,a,e,c,p,p
p,x,w,p,e,e,p,p
e,x,y,a,e,c,p,p
e,f,g,n,t,e,p,e
p,x,n,p,e,e,p,p
e,b,w,a,e,c,p,p
e,x,w,a,e,c,p,p
e,f,y,l,t,b,p,p
e,x,y,a,e,c,p,p
e,b,w,l,e,c,p,p
e,x,n,a,e,r,p,p
e,x,y,l,e,c,p,p
e,x,n,n,e,e,p,p
e,x,y,l,e,c,p,p
e,x,y,l,e,r,p,p
p,x,n,p,e,e,p,p
e,x,w,a,e,c,p,p
e,x,y,a,e,c,p,p
e,x,w,l,e,c,p,p
e,x,y,a,e,r,p,p
e,f,y,a,e,r,p,p
e,x,w,a,e,c,p,p
e,s,g,n,e,e,p,p
e,f,n,n,e,e,p,p
e,s,g,n,e,e,p,p
e,x,w,a,e,c,p,p
p,x,w,p,e,e,p,p
e,x,g,n,t,e,p,e
e,x,y,l,e,c,p,p
p,x,w,p,e,e,p,p
e,x,y,a,e,c,p,p
p,x,n,p,e,e,p,p
e,b,y,l,e,c,p,p
e,b,w,l,e,c,p,p
p,x,w,p,e,e,p,p
p,x,n,p,e,e,p,p
e,x,g,n,t,e,p,e
e,x,n,l,e,r,p,p
e,f,w,n,t,e,p,e
e,f,n,l,e,r,p,p
e,b,w,l,e,c,p,p
e,b,w,a,e,c,p,p
e,x,g,n,t,e,p,e
e,f,n,a,e,r,p,p
e,x,w,l,e,c,p,p
e,f,g,n,e,e,p,p
e,f,n,n,t,e,p,e
e,x,g,n,t,e,p,e
e,f,w,n,t,e,p,e
p,x,w,p,e,e,p,p
e,x,y,l,e,r,p,p
e,b,w,l,e,c,p,p
e,f,g,n,t,e,p,e
e,b,w,l,e,c,p,p
e,b,y,a,e,c,p,p
e,s,g,n,e,e,p,p
e,f,y,l,e,r,p,p
e,b,w,l,e,c,p,p
e,x,w,l,t,b,p,p
e,f,y,a,e,r,p,p
e,f,g,n,e,e,p,p
e,x,w,l,e,c,p,p
e,f,y,l,t,b,p,p
e,s,g,n,e,e,p,p
e,b,w,a,e,c,p,p
e,b,w,a,e,c,p,p
e,f,n,n,t,e,p,e
e,b,y,a,e,c,p,p
e,x,n,n,t,b,p,p
e,x,n,l,e,r,p,p
e,x,n,a,e,r,p,p
e,b,y,a,e,c,p,p
e,f,y,a,e,r,p,p
e,x,y,l,e,c,p,p
e,x,n,n,t,e,p,e
e,x,w,a,e,c,p,p
e,b,y,l,e,c,p,p
e,x,n,a,e,r,p,p
e,f,n,l,e,r,p,p
e,f,n,a,e,r,p,p
e,f,y,l,e,r,p,p
e,x,y,l,t,b,p,p
e,b,w,a,e,c,p,p
e,b,w,l,e,c,p,p
e,x,y,a,e,c,p,p
e,f,w,l,t,b,p,p
e,x,y,a,e,c,p,p
e,b,y,l,e,c,p,p
e,f,y,a,e,r,p,p
p,x,n,p,e,e,p,p
p,x,w,p,e,e,p,p
e,x,y,l,e,c,p,p
e,f,w,n,t,e,p,e
e,b,y,a,e,c,p,p
e,x,y,l,e,r,p,p
e,f,g,n,e,e,p,p
e,b,w,a,e,c,p,p
e,x,w,l,e,c,p,p
p,x,n,p,e,e,p,p
p,x,n,p,e,e,p,p
e,b,w,l,e,c,p,p
e,b,y,a,e,c,p,p
e,f,n,a,e,r,p,p
e,x,y,l,e,r,p,p
e,f,y,l,e,r,p,p
e,x,w,a,e,c,p,p
e,x,y,a,e,c,p,p
e,f,n,n,e,e,p,p
e,f,n,n,t,e,p,e
e,x,y,l,t,b,p,p
e,f,y,l,e,r,p,p
e,f,n,n,e,e,p,p
e,f,g,n,e,e,p,p
e,x,n,l,e,r,p,p
e,x,y,l,e,r,p,p
e,b,w,a,e,c,p,p
e,x,w,l,t,b,p,p
e,x,w,a,e,c,p,p
e,x,y,a,t,b,p,p
e,b,y,a,e,c,p,p
e,x,n,n,t,b,p,p
e,x,w,a,e,c,p,p
e,f,g,n,e,e,p,p
e,b,w,a,e,c,p,p
e,x,y,l,e,c,p,p
e,x,w,a,e,c,p,p
e,b,y,a,e,c,p,p
e,b,w,l,e,c,p,p
e,x,n,a,e,r,p,p
e,f,g,n,t,e,p,e
p,x,n,p,e,e,p,p
e,b,w,a,e,c,p,p
e,b,y,a,e,c,p,p
p,x,n,p,e,e,p,p
p,x,n,p,e,e,p,p
e,f,n,n,t,e,p,e
p,x,n,p,e,e,p,p
e,f,g,n,t,e,p,e
e,x,y,l,e,r,p,p
e,b,w,l,e,c,p,p
e,f,y,l,e,r,p,p
e,f,y,l,e,r,p,p
e,b,y,l,e,c,p,p
e,s,n,n,e,e,p,p
e,x,w,a,e,c,p,p
e,b,y,a,e,c,p,p
e,f,y,a,e,r,p,p
e,f,n,n,t,e,p,e
e,x,w,l,e,c,p,p
e,b,y,l,e,c,p,p
e,b,y,l,e,c,p,p
e,b,y,a,e,c,p,p
e,b,w,l,e,c,p,p
e,x,y,a,e,r,p,p
e,x,n,a,e,r,p,p
e,s,n,n,e,e,p,p
e,f,n,a,e,r,p,p
e,x,w,a,e,c,p,p
e,f,y,l,t,b,p,p
e,x,n,n,t,e,p,e
e,f,y,a,e,r,p,p
p,x,n,p,e,e,p,p
e,x,w,l,e,c,p,p
e,x,w,n,t,e,p,e
e,b,w,a,e,c,p,p
e,x,w,l,e,c,p,p
e,f,y,l,e,r,p,p
e,x,n,n,t,e,p,e
p,x,w,p,e,e,p,p
p,x,w,p,e,e,p,p
e,x,w,l,e,c,p,p
e,b,w,a,e,c,p,p
e,x,w,a,t,b,p,p
p,x,w,p,e,e,p,p
e,x,w,l,e,c,p,p
e,x,g,n,e,e,p,p
e,x,n,n,e,e,p,p
e,b,w,a,e,c,p,p
e,x,n,a,e,r,p,p
e,b,w,a,e,c,p,p
e,f,y,l,e,r,p,p
e,x,w,l,e,c,p,p
e,b,w,l,e,c,p,p
e,b,w,a,e,c,p,p
p,x,n,p,e,e,p,p
e,f,y,a,t,b,p,p
e,x,n,a,e,r,p,p
e,b,y,l,e,c,p,p
e,f,w,a,t,b,p,p
e,b,y,l,e,c,p,p
e,b,y,a,e,c,p,p
e,b,y,a,e,c,p,p
e,f,y,l,e,r,p,p
e,x,w,n,t,e,p,e
e,b,y,a,e,c,p,p
e,x,n,a,e,r,p,p
e,b,w,l,e,c,p,p
e,f,n,l,e,r,p,p
e,x,w,l,e,c,p,p
e,x,n,n,e,e,p,p
e,x,n,l,e,r,p,p
e,f,g,n,t,e,p,e
e,x,w,l,t,b,p,p
e,f,n,n,e,e,p,p
e,b,y,a,e,c,p,p
e,b,w,a,e,c,p,p
e,x,w,a,e,c,p,p
e,b,y,l,e,c,p,p
e,x,y,a,e,c,p,p
e,x,y,a,t,b,p,p
e,f,g,n,t,e,p,e
e,x,y,a,e,r,p,p
p,x,n,p,e,e,p,p
e,x,n,a,e,r,p,p
e,x,y,l,e,c,p,p
e,b,w,l,e,c,p,p
e,x,y,a,e,c,p,p
e,s,n,n,e,e,p,p
e,b,y,l,e,c,p,p
e,x,w,l,e,c,p,p
e,x,w,a,e,c,p,p
p,x,n,p,e,e,p,p
e,x,n,n,e,e,p,p
e,x,y,l,e,c,p,p
p,x,n,p,e,e,p,p
e,x,y,l,e,r,p,p
e,b,y,l,e,c,p,p
e,f,n,l,e,r,p,p
e,x,w,a,e,c,p,p
e,x,y,a,e,c,p,p
p,x,n,p,e,e,p,p
p,x,n,p,e,e,p,p
e,b,y,l,e,c,p,p
e,x,w,n,t,e,p,e
p,x,w,p,e,e,p,p
e,x,n,l,e,r,p,p
e,b,w,a,e,c,p,p
e,x,y,a,e,c,p,p
p,x,n,p,e,e,p,p
e,b,y,l,e,c,p,p
e,b,w,a,e,c,p,p
e,f,y,l,e,r,p,p
e,b,w,a,e,c,p,p
e,x,y,a,e,r,p,p
e,b,y,l,e,c,p,p
e,x,y,l,t,b,p,p
e,b,y,a,e,c,p,p
e,b,y,a,e,c,p,p
p,x,w,p,e,e,p,p
p,x,w,p,e,e,p,p
p,x,n,p,e,e,p,p
e,x,w,a,e,c,p,p
e,x,n,a,e,r,p,p
e,x,y,a,e,r,p,p
e,x,w,a,t,b,p,p
e,b,w,l,e,c,p,p
e,b,y,l,e,c,p,p
e,x,g,n,e,e,p,p
e,b,y,a,e,c,p,p
e,x,w,l,e,c,p,p
e,x,n,a,e,r,p,p
e,x,y,l,e,c,p,p
e,f,w,l,t,b,p,p
e,f,w,a,t,b,p,p
e,x,w,l,e,c,p,p
e,f,y,l,t,b,p,p
e,s,g,n,e,e,p,p
e,f,y,a,t,b,p,p
e,x,n,l,e,r,p,p
e,x,y,l,e,r,p,p
e,x,y,l,e,r,p,p
p,x,n,p,e,e,p,p
e,x,y,l,e,c,p,p
p,x,w,p,e,e,p,p
e,x,y,a,e,c,p,p
e,x,w,a,e,c,p,p
e,f,y,a,t,b,p,p
p,x,n,p,e,e,p,p
e,b,w,a,e,c,p,p
e,s,g,n,e,e,p,p
e,x,y,a,e,c,p,p
e,x,g,n,t,e,p,e
e,x,y,a,e,c,p,p
e,b,w,l,e,c,p,p
e,b,y,l,e,c,p,p
e,x,w,l,t,b,p,p
e,b,w,l,e,c,p,p
e,f,n,a,e,r,p,p
e,s,g,n,e,e,p,p
e,x,w,n,t,e,p,e
e,s,n,n,e,e,p,p
e,f,n,l,e,r,p,p
e,f,y,l,t,b,p,p
e,b,y,a,e,c,p,p
e,b,y,a,e,c,p,p
p,x,n,p,e,e,p,p
e,f,n,l,e,r,p,p
e,x,y,a,e,c,p,p
e,f,y,a,e,r,p,p
e,x,w,a,e,c,p,p
e,x,y,a,e,c,p,p
e,x,y,l,e,c,p,p
e,f,n,n,e,e,p,p
e,f,y,l,e,r,p,p
e,x,g,n,e,e,p,p
